PSA_Id,Domain,Class,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
277,Agriculture,PSA,The Nairobi Declaration on Fertilizer and Soil Health has been endorsed; farmers should seek opportunities for partnership and investment in sustainable soil management as outlined in the new 10-year Action Plan.,Tamko la Nairobi kuhusu Mbolea na Afya ya Ardhi limekubaliwa; wakulima wanapaswa kutafuta fursa za ushirikiano na uwekezaji katika usimamizi endelevu wa ardhi kama ilivyoainishwa katika Mpango wa Hatua wa miaka 10 mpya.,Omosiri buya wa Nairobi buya ogwakiogo; abaki bateganire osero omogenda na obwaki bw'orore obwaki shoseri bw'ogweduka mu bwakiri bw'osibori ogosiikire mu buya buya obuorokire.,Nairobi Declaration e nyal mwandu gi fertilizer kod soil health; ng'ato omi piny owuon ni idhi kelo chandruok kuom partnership kod investment e koro kanyakla ma nyalu koro mwaka 10.,Bayaanka Nairobi ee ku saabsan Bacriminta iyo Caafimaadka Carrada ayaa la ansixiyay; beeralaydu waa inay raadiyaan fursadaha iskaashiga iyo maalgashiga maaraynta carrada waarta sida ku xusan Qorshaha Ficilka cusub ee 10-ka sano.,https://kilimonews.co.ke/agriculture-policy/2024-africa-fertilizer-and-soil-health-summit-concludes-with-four-major-endorsements/,2026-07-14,scraped:Kilimo News - Policy
278,Agriculture,PSA,"A new three-year project to strengthen the grain value chain across East Africa has been launched, targeting farmers and stakeholders in Uganda, Tanzania, and Kenya.","Mradi mpya wa miaka mitatu wa kuimarisha minara ya thamani ya nafaka kote Afrika Mashariki umeanzishwa, ukilenga wakulima na wadau nchini Uganda, Tanzania, na Kenya.","Projekiti nane ya mwakahati itatu ikororiere buya buya bwakinyasa bw'ibisambaa mu mashariki mwa Afrika yakioboriire, yakiibwaki abakiiri na ang'anya mu Uganda, Tanzania, naki Kenya.","Dhoho mar gondo motegno abich maok wach ni gin yaki ka maler giri, kanyamar tich, e East Africa, to ok nyaka kelo ng'ato kendo duto ma ok nyaka.","Mashruuc cusub oo seddex sano ah ayaa la bilaabay si loo xoojiyo silsiladda qiimaha dhirta beeraha ee Bariga Afrika, iyadoo diiradda la saarayo beeralayda iyo daneeyayaasha Uganda, Tanzania, iyo Kenya.",https://kilimonews.co.ke/agriculture-policy/project-to-strengthen-the-grain-value-chain-trade-across-east-africa-launched/,2026-07-14,scraped:Kilimo News - Policy
279,Agriculture,PSA,The FINAS 2024 conference on agricultural financing is ongoing; stakeholders are encouraged to engage and explore funding options for the agricultural sector.,Konferensi ya FINAS 2024 kuhusu ufadhili wa kilimo inaendelea; wadau wanahimizwa kushiriki na kuchunguza chaguo za ufadhili kwa sekta ya kilimo.,Konferensi ya FINAS 2024 ya kuigana na fedha z'ekabunwa iri buya; abaki boti bategere omobori noheria boki ya mwaki omokirori buya.,Konferensi FINAS 2024 e yo mar kuera ma tenge konyo; jomoko kanyal nyal konyo kendo otemo jago ma ok nyal ogend.,Shirweynaha FINAS 2024 ee maalgelinta beeraleyda ayaa socda; daneeyayaasha waxaa lagu dhiirigelinayaa inay ka qaybqaataan oo ay baaraan fursadaha maalgelin ee waaxda beerta.,https://kilimonews.co.ke/agriculture-policy/agriculture-sector-financing-takes-centre-stage-at-conference/,2026-07-14,scraped:Kilimo News - Policy
280,Agriculture,PSA,"Avocado harvesting for export opens on March 1, 2024. Exporters must apply for inspection at least three days prior to shipment and submit their supplier list by February 26, 2024.",Ukorongo wa avokado kwa ajili ya usafirishaji utafunguliwa tarehe 1 Machi 2024. Wauzaji wanapaswa kuomba ukaguzi angalau siku tatu kabla ya kusafirisha na kuwasilisha orodha ya wasambazaji ifikapo tarehe 26 Februari 2024.,"Abagwokire avocado boireri busemeza omokoro omosi, 2024. Abagwokire banya kweri buori kwogere omokoro ogire omokoko ataki oria nakama moige, na buori bwendo migenye bwere kendire buya, 2024.","Okwak okar nyaluo mar avokado kuom konyo ji duto onge muma 1, 2024. Jikonyo mar konyo ji duto nigi tich mar nyis pe mokuongo thum ma tati kuom kanyo ni konyo jii gi yore. Wath nyaka romo chalo mag nyise ng'wenni kuom sabuni mar February 26, 2024.","Dheefshiidka avokado loogu tala galay dhoofinta wuxuu furm doonaa March 1, 2024. Dhoofiyayaashu waa inay dalbadaan kormeer ugu yaraan saddex maalmood ka hor rarista, sidoo kalena ay keenaan liiska bixiyeyaashooda ilaa February 26, 2024.",https://kilimonews.co.ke/agriculture-policy/afa-sets-opening-season-date-for-avocado-exports-for-2024-2025-fiscal-year/,2026-07-14,scraped:Kilimo News - Policy
281,Agriculture,PSA,"The 3rd ASARECA Council of Patron Ministers Meeting will take place on February 15th, 2024, at Safari Park Hotel, Nairobi.","Kikao cha 3 cha Baraza la Mawaziri Walezi wa ASARECA kitat held on February 15, 2024, katika Hoteli ya Safari Park, Nairobi.","Inki bw'ogekore buya 3 bw'ASARECA Council of Patron Ministers buya orokire omokero on February 15th, 2024, na Safari Park Hotel, Nairobi.","Oromo 3rd ASARECA Council of Patron Ministers owinjore ka teko ni February 15, 2024, e Safari Park Hotel, Nairobi.","Kulanka 3aad ee Golaha Wasirada ASARECA wuxuu dhici doonaa 15ka Febraayo, 2024, hoteelka Safari Park, Nairobi.",https://kilimonews.co.ke/agriculture-policy/15-regional-agriculture-ministers-to-meet-in-nairobi/,2026-07-14,scraped:Kilimo News - Policy
282,Agriculture,PSA,"Starting March 1, New KCC will pay farmers Kshs 50 per litre of milk. Ensure you deliver your milk regularly to benefit from this program.","Kuanzia Machi 1, New KCC itawalipa wakulima Kshs 50 kwa lita ya maziwa. Hakikisha unaleta maziwa yako mara kwa mara ili ufaidike na mpango huu.","Omocho mwaki ogenda, New KCC ikogenda kutanga aborori Kshs 50 naki litre ya eng'ombe. Maki oria gakiogenda omokirori bw'ogende oriang'ende omogabuki omoka.","K начиная Mach 1, New KCC otimo farmers Kshs 50 ku litre mar ugeny. Nyar chalo ni ok nyal dro no ugeny en ni to gnigi chako.","Laga bilaabo Maarso 1, New KCC waxay bixin doontaa Kshs 50 halkii litir oo caano ah. Hubi inaad si joogto ah u keento caanahaaga si aad uga faa’iidaysato barnaamijkan.",https://kilimonews.co.ke/agriculture-policy/president-ruto-orders-kcc-to-pay-farmers-kshs-50-a-litre-from-march/,2026-07-14,scraped:Kilimo News - Policy
283,Agriculture,PSA,Horticulture exporters in Kajiado and Meru are facing double taxation. Stakeholders are urged to report these taxation issues to the government for resolution.,Wafanyabiashara wa kilimo cha bustani katika Kajiado na Meru wanakabiliwa na ukaguzi wa mara mbili. Washikadau wanahimizwa kuripoti matatizo haya ya ukaguzi serikalini ili kupatiwa ufumbuzi.,Abagwatori b'intore naki Kajiado na Meru baria batarerire mu oria burori bwakirengero. Ababere batongoria ku ibwaki naki bwanaki bwaki besi oigori buya.,Kachiiro mar Horticulture e Kajiado gi Meru neno ni theyo kadondi. Wasekwayo en wath nyaka atimre kachiiro manoma to government me gima thomre.,Dhoofiyeyaasha beeraleyda ee Kajiado iyo Meru waxay wajahayaan canshuur laba jeer ah. Waxaa la farayaa daneeyayaasha inay arrimahan canshuuraha u soo gudbiyaan dowladda si xal loo helo.,https://kilimonews.co.ke/agriculture-policy/kajiado-and-meru-notorious-in-charging-horticulture-for-export-fresh-produce-consortium-kenya/,2026-07-14,scraped:Kilimo News - Policy
284,Agriculture,PSA,"Farmers are encouraged to engage in the production of palm oil, sunflower, and soya to reduce reliance on edible oil imports. Your participation is vital for achieving self-sufficiency in edible oils.","Wakulima wanahimizwa kushiriki katika uzalishaji wa mafuta ya ya mturungi, alizeti, na soya ili kupunguza utegemezi wa uagizaji wa mafuta ya kula. Ushiriki wako ni muhimu kwa kufikia kujitosheleza katika mafuta ya kula.","Abagikire baabere kujengana emokendo ya palm oil, sunflower, na soya kugira ngo bategeneze emokendo ikireka okuboukiya emokendo ya mafuta akirenge. Obote bwenu buyega emang'ana kugana kwagire nyaki mwaki emokendo.","Ng'wechni kuom ne od hiere piny gi palm oil, sunflower, na soya, kari dhi nyaka unyise lweny mogik. Konyruok gi chalo kanyimore bura duto ma ok oting' owinjruok ma piny.","Farmers-ka waxaa lagu dhiirigelinayaa inay ka qayb qaataan soo saarista saliidda timirta, qorraxda, iyo soya si loo yareeyo ku tiirsanaanta saliidda la keeno. Ka qayb qaadashadaadu waa muhiim si loo gaaro isku filnaansho ku saabsan saliidda la cuni karo.",https://kilimonews.co.ke/agriculture-policy/government-plans-on-local-edible-oils-production/,2026-07-14,scraped:Kilimo News - Policy
285,Agriculture,PSA,Farmers and agribusiness stakeholders are urged to focus on improving soil health as part of the Kenya Food Systems and Land Use Action Plan 2024-2030.,Wakulima na wadau wa biashara ya kilimo wanashauriwa kuzingatia kuboresha afya ya udongo kama sehemu ya Mpango wa Vitendo wa Mifumo ya Chakula na Matumizi ya Ardhi wa Kenya 2024-2030.,Abagikuyu n’abagabukora miriambo barakerekeriania okoboragania omogenda bwaki k’okwenda otende 2024-2030.,"Nanga gi owuon mar farmers to agribusiness stakeholders, chalo pod ithiegoro gi ber mar udongo, nyaka itimo kwom Kenya Food Systems kod Land Use Action Plan 2024-2030.",Beeraleyda iyo daneeyayaasha agribusiness-ka waxaa lagu booriyay inay diiradda saaraan hagaajinta caafimaadka ciidda qayb ka ah Qorshaha Ficilada Nidaamyada Cuntada iyo Isticmaalka Dhulka ee Kenya 2024-2030.,https://kilimonews.co.ke/agriculture-policy/focus-on-soil-health-as-food-systems-and-land-use-action-plan-2024-2030-is-launched/,2026-07-14,scraped:Kilimo News - Policy
286,Agriculture,PSA,"The government will establish a milk price-stabilizing fund through New KCC, with Kshs. 3 billion allocated to manage excess milk and stabilize prices.","Serikali itaunda mfuko wa kuweka bei ya maziwa sawa kupitia New KCC, ambapo shilingi bilioni 3 zitatengwa kusimamia ziada ya maziwa na kuimarisha bei.","Abagere buya bigenjore bwaki bwakinyaka ore bwang’ere bori na New KCC, naki Kshs. 3 billion buya buya bwaki bwakabere nyanya mbekere na bwakinyaka bwaki.","Govt. en gi fund ma okel namba mamil na New KCC, ka Kshs. 3 billion oger gi ni gitimo mamil ma oketieka gi kuom namba mamil.","Dowladdu waxay dhisi doontaa fund ka habaynaya qiimaha caanaha oo ay fulin doonto New KCC, iyadoo Kshs. 3 bilyan loo qoondeeyey in lagu maareeyo caanaha xad-dhaafka ah iyo in la xasilinayo qiimaha.",https://kilimonews.co.ke/agriculture-policy/government-to-establish-a-milk-price-stabilizing-fund/,2026-07-14,scraped:Kilimo News - Policy
287,Agriculture,PSA,"The government has written off Kshs. 117 billion in debts for public sugar mills, providing support for farmer and salary arrears through a 90-day payment plan.","Serikali imefuta deni la Kshs. bilioni 117 kwa mashambani ya sukari ya umma, ikitoa msaada kwa wakulima na malimbikizo ya mishahara kupitia mpango wa malipo wa siku 90.","Abagere buya batania Kshs. 117 billion mu buya bwaki bw’amasabo, batarorere omogotani na ogouchari buseke mu nenga 90.","Gavumenti oyie Kshs. 117 billion kuom chogo ma okonyo joma nyandieni, mane otimore joma ng'ato gi dhako kanyakla kuom piny mar 90.","Dowladdu waxay ka cafisay Kshs. 117 bilyan deyn ah warshadaha sonkorta ee dadweynaha, iyada oo taageero siisay beeraleyda iyo mushaar la'aan iyada oo loo marayo qorshe lacag bixin ah oo 90 maalmood ah.",https://kilimonews.co.ke/agriculture-policy/new-hope-as-government-writes-off-debts-in-the-sugar-sector/,2026-07-14,scraped:Kilimo News - Policy
288,Agriculture,PSA,No permits will be issued for importing wheat or maize. Local farmers are encouraged to sell their produce at fair prices. Farmers can use NCPB driers for maize at Ksh 50 per bag to reduce post-harvest losses.,Hakuna vibali vitakavyotolewa kuagiza ngano au mahindi. Wakulima wa ndani wanahimizwa kuuza mazao yao kwa bei nzuri. Wakulima wanaweza kutumia mikanika ya NCPB kukausha mahindi kwa Ksh 50 kwa gunia ili kupunguza hasara za baada ya mavuno.,Ong'endo nyasa buya oria okunda omogogoa kana ng'oria. Abagereka bakiema nyasa bakanogorire oria ba igomboki buya. Abagereka bakiema canya NCPB driers buya oria okusa Ksh 50 omosi buya omogogoa okogoma eng'wonia.,Nakiwou ni gire nyaka kagi teko mar uwete wheat kata maize. Manoko oseti gi mwalimu kar keto ber mag produce gi pinje. Midwogo oseti nyiso NCPB driers madhiere ma maize ka Ksh 50 mara bag to oketho piny-gi.,Looma bixin doono rukhsadaha lagu soo dejinayo mudh iyo galley. Beeraleyda maxalliga ah waxaa lagu dhiirigelinayaa inay iibiyaan wax-soo-saarkooda iyadoo qiimo cadaalad ah. Beeraleydu waxay isticmaali karaan qalabka NCPB ee ka qalajinaya galleyda Ksh 50 bacda si loo yareeyo khasaaraha ka dhasha goosashada.,https://kilimonews.co.ke/agriculture-policy/no-wheat-or-maize-import-permits-says-president-ruto/,2026-07-14,scraped:Kilimo News - Policy
289,Agriculture,PSA,All sugar millers must cease cane poaching immediately to combat the sugar shortage; failure to comply may involve police action.,Wakandarasi wote wa sukari lazima wakomeshe kuiba miwa mara moja ili kushughulikia uhaba wa sukari; kutoshiriki kunaweza kusababisha hatua za polisi.,Abagere b'ekisukari bochinge bategere cane poaching omokire buya buya toshokire oria; kutarokire bwana omokire ikerane naki.,"Ng'ato ng'ato miyo sugar millers nyalo kwach kata cane poaching marach e maar. Kaka ng'ato otimo ne gol, maaru ni to gichiw, ginyal kuom joma gichung' e police.","Dhammaan warshadaha sonkorta waa inay si degdeg ah u joojiyaan xatooyada canabka si loo xaliyay yaraanta sonkorta; haddii aan la raacin, waxaa jiri kara tallaabooyin boolis.",https://kilimonews.co.ke/agriculture-policy/afa-talks-tough-to-sugar-millers-over-cane-poaching/,2026-07-14,scraped:Kilimo News - Policy
290,Agriculture,PSA,Busia farmers have received 17 tonnes of Bt cotton seeds and fertilizer from the National government to revive cotton production. Utilize these resources for better yields and income.,Wakulima wa Busia wamepokea tani 17 za mbegu za pamba za Bt na mbolea kutoka kwa serikali ya kitaifa ili kuhuisha uzalishaji wa pamba. Tumia raslimali hizi kwa mavuno bora na mapato.,Abarimu baki Busia bagetere emani 17 ya matiga ya Bt cotton na emani yaki fertilizer buya buya oseria boki. Nyarori bosi bosi ekogwenye omokiri na obwakire.,"Farmer e Busia abiro 17 tonnes ma Bt cotton seeds kod fertilizer wuod National government, ei ogend kendo owinj kod cotton. Jiyac mar bisa mogik ken piny kendo okel.",Farmaajiyayaasha Busia waxay heleen 17 tun oo abuurka cotton Bt ah iyo bacriminta dowladda qaran si loo soo nooleeyo wax soo saarka cotton. Ka faa’iidayso agabkan si aad u hesho dalag wanaagsan iyo dakhli.,https://kilimonews.co.ke/agriculture-policy/busia-farmers-receive-17-tonnes-bt-cotton-seeds-and-fertilizer-from-national-government/,2026-07-14,scraped:Kilimo News - Policy
291,Agriculture,PSA,Frameworks to support coffee subsector reforms will be ready by the end of the year. Farmers and stakeholders are encouraged to prepare for upcoming changes and improvements.,Mifumo ya kusaidia marekebisho ya sekta ya kahawa itakuwa tayari kabla ya mwishoni mwa mwaka. Wakulima na wadau wanahimizwa kujitayarisha kwa mabadiliko na maboresho yanayokuja.,Naki ikirori naki buya bwakire bwakire omokati buse morenge buya bwaki. Bogezi naki abogenda boriano baragati omokinyanire kosi naki bosi.,Maweche mane en e plung' mar coffee oketo ni ng'ama orumo chike gi bw'iring' konyo e piny. Buru mar adhiongo gi jopiny no wuok to ok inywolo e piny.,Qaab-dhismeedyada taageeraya isbedelka qeybta kafee ayaa la filayaa inay diyaar noqdaan dhammaadka sanadka. Beeralayda iyo daneeyayaasha waxaa lagu dhiirigelinayaa inay diyaar garoobaan isbedelada iyo horumarka soo socda.,https://kilimonews.co.ke/agriculture-policy/frameworks-to-support-coffee-subsector-reforms-will-be-ready-before-the-end-of-the-year-says-deputy-president-rigathi-gachagua/,2026-07-14,scraped:Kilimo News - Policy
292,Agriculture,PSA,"Two hundred ten Kenyan trainees have been selected for the 2023 Mashav Agricultural Training Program in Israel, focusing on practical skills in agriculture.","Wanafunzi mia mbili na kumi wa Kenya wamechaguliwa kwa ajili ya Programu ya Mafunzo ya Kilimo ya Mashav ya mwaka 2023 nchini Israel, wakilenga ujuzi wa vitendo katika kilimo.","Bwakire abaki 210 ba Kenya bakiokire omogoti boosibori bw'amasomo g'ogenda 2023 Mashav mu Israel, bakiibori omokirori omokisumo mu buya.","Laki abiriyo na higa manyien gi bende kwach kanyakla maitung' 2023 Mashav Agricultural Training Program e Israel, ma wacho maler e kanyakla mar dhou.","Laba boqol iyo toban tababare Kenya ah ayaa la doortay barnaamijka Tababarka Beeraha Mashav ee Israel 2023, oo diiradda saaraya xirfadaha practicalka ah ee beeraha.",https://kilimonews.co.ke/agriculture-policy/first-lady-commissions-kenyan-trainees-for-agriculture-training-in-israel/,2026-07-14,scraped:Kilimo News - Policy
293,Agriculture,PSA,The Ministry of Agriculture has launched a pilot control operation using bio-grade pesticides to manage the invasive apple snail population in Mwea. Farmers in the area should monitor application guidelines for effective control.,Wizara ya Kilimo imeanzisha operesheni ya jaribio ya kudhibiti matumizi ya dawa za kuua wadudu zenye kiwango cha bio ili kudhibiti idadi ya konokono wa waapulo katika Mwea. Wakulima katika eneo hilo wanapaswa kufuatilia miongozo ya matumizi kwa kudhibiti kwa ufanisi.,Omoige buya bw’Omokireri bw’Etoreka buya ore agorire ekikangacho bw’abi bio-grade obwakiri okuganya omogango ogwakiriri bwa apple snail mu Mwea. Ababere mu obori bano bataroni buya bamoja bw’orian mwanjira oria buya bria bw’oganya.,"Ministir di Akwach abud ng'ato tếndi maler ma nyal golo bio-grade pesticides, ng'ato konyo chalo machu duto ma apple snail e Mwea. Wuodhi madhi n'gi yie to ikwong' to ber.",Wasaaradda Beeraha ayaa bilowday hawlcontorool tijaabo ah oo isticmaaleysa kiimikooyin bey’adeed si ay ula tacaalaan tirada qashinka abaalmarinta ah ee ku faafay Mwea. Beeraleyda deegaanka waa in ay la socdaan tilmaamaha codsiga si ay u helaan xakameyn waxtar leh.,https://kilimonews.co.ke/agriculture-policy/ps-launches-fight-against-rice-snails-in-mwea/,2026-07-14,scraped:Kilimo News - Policy
